geometry,OBJECTID,TAGID,CNAME1,CNAME2,CNAME3,GENUS,SPECIES,CULTIVAR,DIAMETER,DBHHEIGHT,NUMTRUNK,HEIGHT,TRUNKHEIGHT,CRADAVG,Latitude,Longitude,Long,longitude,latitude
POINT (-76.9372433 38.983359),7279,0,Crabapple,,Red Jade,Malus,x,Red Jade,0,4.5,1,0,0,0,,,,-76.9372433,38.983359
POINT (-76.937985 38.9869937),7280,0,Maple,Red,Scarlet Sentinel,Acer,rubrum,Scarlet Sentinel,0,4.5,1,0,0,0,,,,-76.937985,38.9869937
POINT (-76.9493252 38.9921087),7281,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,,,,-76.9493252,38.9921087
POINT (-76.9425266 38.9844525),7282,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,0,0,0,,,,-76.9425266,38.9844525
POINT (-76.9412446 38.9912797),7283,0,Hydrangea,Panicle,Limelight,Hydrangea,paniculata,Limelight,0,0,0,0,0,0,,,,-76.9412446,38.9912797
POINT (-76.9501786 38.9924957),7284,0,Sumac,Fragrant,Gro-Low,Rhus,aromatica,Gro-Low,0,4.5,1,2,0,1,,,,-76.9501786,38.9924957
POINT (-76.940632 38.9838796),7285,105,Oak,Scarlet,,Quercus,coccinea,,27.8,1.4,1,76.1,8,32.2,,,,-76.940632,38.9838796
POINT (-76.9459342 38.9851416),7286,0,rhododendron,Ssp.,,Rhododendron,sp.,,0,4.5,1,0,0,0,,,,-76.9459342,38.9851416
POINT (-76.9497847 38.992069),7287,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,,,,-76.9497847,38.992069
POINT (-76.9425109 38.9873394),7288,0,Maple,Sugar,Green Mountain,Acer,saccharum,Green Mountain,2,4.5,1,0,0,0,,,,-76.9425109,38.9873394
POINT (-76.9399186 38.9879464),7289,2010,Crabapple,,Snowdrift,Malus,x,Snowdrift,7.5,2,1,12,1,6.5,,,,-76.9399186,38.9879464
POINT (-76.944486 38.9948986),7290,0,Maple,Red,,Acer,rubrum,,4.7,3,1,0,0,0,,,,-76.944486,38.9948986
POINT (-76.9452484 38.9927422),7291,3843,Planetree,London,,Platanus,x acerifolia,,3.2,4.5,1,20,6,6.7,,,,-76.9452484,38.9927422
POINT (-76.9477615 38.986227),7292,0,Canna,,,Canna,x,,0,0,0,0,0,0,,,,-76.9477615,38.986227
POINT (-76.9524911 38.9890138),7293,0,Rose,Hybrid,Pink Knock Out,Rosa,x,Radcon,0,4.5,1,0,0,0,,,,-76.9524911,38.9890138
POINT (-76.9522253 38.9865889),7294,0,Juniper,Pfitzer,Gold Coast,Juniperus,x pfitzeriana,Aurea,0,4.5,1,2,0,2.5,,,,-76.9522253,38.9865889
POINT (-76.9468877 38.9837084),7295,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,5.1,4.5,2,13,0,4.7,,,,-76.9468877,38.9837084
POINT (-76.9395869 38.9822426),7296,3309,Holly,Hybrid,,Ilex,sp.,,12.3,0,3,22,5,9,,,,-76.9395869,38.9822426
POINT (-76.9478446 38.9928785),7297,2444,Holly,American,,Ilex,opaca,,0,4.5,0,0,0,0,,,,-76.9478446,38.9928785
POINT (-76.9423114 38.9846177),7298,159,Elm,American,,Ulmus,americana,,37.8,4.5,1,62,15,45.3,,,,-76.9423114,38.9846177
POINT (-76.9419073 38.9845361),7299,162,Maple,Sugar,,Acer,saccharum,,10,4.5,1,39,6,14.9,,,,-76.9419073,38.9845361
POINT (-76.9503236 38.9914432),7300,0,Burning Bush,Common,,Euonymus,alatus,,0,4.5,1,4,0,2.5,,,,-76.9503236,38.9914432
POINT (-76.9493375 38.9915269),7301,0,Cherry,Ornamental,Okame,Prunus,x incamp,Okame,4,4.5,1,0,0,0,,,,-76.9493375,38.9915269
POINT (-76.9412359 38.9836611),7302,111,Oak,Red,,Quercus,rubra,,20.3,4.5,1,39.1,7,24.1,,,,-76.9412359,38.9836611
POINT (-76.9494916 38.9921925),7303,0,Abelia,Glossy,Edward Goucher,Abelia,x grandiflora,Edward Goucher,0,4.5,1,1,0,1,,,,-76.9494916,38.9921925
POINT (-76.9413742 38.9839621),7304,0,Rose,Hybrid,Double Knock Out,Rosa,x,Radtko,0,4.5,1,2,0,1,,,,-76.9413742,38.9839621
POINT (-76.9502568 38.9925791),7305,0,Sumac,Fragrant,Gro-Low,Rhus,aromatica,Gro-Low,0,4.5,1,2,0,1,,,,-76.9502568,38.9925791
POINT (-76.943555 38.9932367),7306,0,Dogwood,Kousa,,Cornus,kousa,,0,4.5,1,0,0,0,,,,-76.943555,38.9932367
POINT (-76.9432508 38.981748),7307,0,Oak,Sawtooth,,Quercus,acutissima,,4.6,4.5,1,23,5,8.4,,,,-76.9432508,38.981748
POINT (-76.9497613 38.9922588),7308,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,,,,-76.9497613,38.9922588
POINT (-76.9498854 38.9925206),7309,0,Sweetspire,Virginia,,Itea,virginica,,0,4.5,1,0,0,0,,,,-76.9498854,38.9925206
POINT (-76.9449584 38.9875554),7310,0,Crapemyrtle,,,Lagerstroemia,sp.,,0,4.5,1,12,0,3,,,,-76.9449584,38.9875554
POINT (-76.9400035 38.9912539),7311,0,Serviceberry,,,Amelanchier,sp.,,0,4.5,1,12,0,4,,,,-76.9400035,38.9912539
POINT (-76.9504274 38.9923631),7312,0,Cherry,Laurel,Schipkaensis,Prunus,laurocerasus,Schipkaensis,0,4.5,1,2,0,1,,,,-76.9504274,38.9923631
POINT (-76.9426901 38.9828009),7313,0,Maple,Red,,Acer,rubrum,,3.9,4.5,1,21,4.5,6.2,,,,-76.9426901,38.9828009
POINT (-76.9432082 38.9841154),7314,348,Elm,Lacebark,,Ulmus,parvifolia,,12.8,3.6,1,37,7,15.7,,,,-76.9432082,38.9841154
POINT (-76.945167 38.992887),7315,2363,Holly,American,,Ilex,opaca,,11.4,4.5,2,19,4,10.2,,,,-76.945167,38.992887
POINT (-76.9361853 38.9887671),7316,3440,Ginkgo,Biloba,,Ginkgo,biloba,,5.5,4.5,1,23,5,6.4,,,,-76.9361853,38.9887671
POINT (-76.9413595 38.9839374),7317,0,Rose,Hybrid,Sunny Knock Out,Rosa,hybrida,Radsunny,0,4.5,1,2,0,1,,,,-76.9413595,38.9839374
POINT (-76.9409285 38.983957),7318,0,Cypress,Siberian,,Microbiota,decussata,,0,4.5,1,0.5,0,1,,,,-76.9409285,38.983957
POINT (-76.9473077 38.9920218),7319,2522,Pine,Eastern White,,Pinus,strobus,,19,4.5,1,50,8,20,,,,-76.9473077,38.9920218
POINT (-76.949553 38.990166),7320,0,Barberry,Japanese,Crimson Pygmy,Berberis,thunbergii var. atropurpurea,Crimson Pygmy,0,4.5,1,0,0,0,,,,-76.949553,38.990166
POINT (-76.946412 38.993158),7321,0,Crapemyrtle,,,Lagerstroemia,sp.,,0,4.5,8,20,4,6,,,,-76.946412,38.993158
POINT (-76.9395612 38.9884622),7322,2006,Linden,Little Leaf,,Tilia,cordata,,19.2,4.5,1,34,6,30.8,,,,-76.9395612,38.9884622
POINT (-76.9425518 38.9843326),7323,0,Hydrangea,Bigleaf,Lady In Red,Hydrangea,macrophylla,Lady in Red,0,4.5,1,0,0,0,,,,-76.9425518,38.9843326
POINT (-76.9503257 38.9922864),7324,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,,,,-76.9503257,38.9922864
POINT (-76.950435 38.9923327),7325,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,,,,-76.950435,38.9923327
POINT (-76.9509859 38.9915713),7326,3662,Holly,,,Ilex,sp.,,9.3,4.5,1,12.1,0.5,4.9,,,,-76.9509859,38.9915713
POINT (-76.9522886 38.98652),7327,0,Rose,,,Rosa,hybrida,Radsunny,0,4.5,1,2.5,0,1,,,,-76.9522886,38.98652
POINT (-76.9505438 38.9925091),7328,0,Cherry,Laurel,Schipkaensis,Prunus,laurocerasus,Schipkaensis,0,4.5,1,0,0,0,,,,-76.9505438,38.9925091
POINT (-76.9474394 38.9863039),7329,0,Boxwood,,,Buxus,sp.,,0,0,0,0,0,0,,,,-76.9474394,38.9863039
POINT (-76.9420342 38.9887034),7330,3419,Maple,Red,,Acer,rubrum,,12.2,4.5,1,32,8,14.6,,,,-76.9420342,38.9887034
POINT (-76.9462963 38.9920963),7331,0,Cherry,Ornamental,Okame,Prunus,x incamp,Okame,4.6,4.5,1,15,5,5.8,,,,-76.9462963,38.9920963
POINT (-76.9409056 38.9936167),7332,0,Maple,Freeman,Autumn Blaze,Acer,x freemanii,Autumn Blaze,3.6,4.5,1,0,6.5,0,,,,-76.9409056,38.9936167
POINT (-76.9425222 38.9947308),7333,0,Cherry,Yoshino,,Prunus,x yedoensis,,3.3,4.5,1,0,0,0,,,,-76.9425222,38.9947308
POINT (-76.9401307 38.9819593),7334,243,Oak,Pin,,Quercus,palustris,,9.3,4.5,1,31,6.5,17.1,,,,-76.9401307,38.9819593
POINT (-76.9471508 38.9920716),7335,0,Deutzia,Dwarf,,Deutzia,gracilis,,0,0,0,0,0,0,,,,-76.9471508,38.9920716
POINT (-76.9498586 38.9930591),7336,0,Holly,,,Ilex,sp.,,4,4.5,1,8,1,3.9,,,,-76.9498586,38.9930591
POINT (-76.9516646 38.9868912),7337,0,Cedar,Atlas,Blue,Cedrus,atlantica,Glauca,0,4.5,1,0,0,0,,,,-76.9516646,38.9868912
POINT (-76.9322263 38.9828373),7338,1549,Hackberry,Common,,Celtis,occidentalis,,17,4.5,1,50,8,30.2,,,,-76.9322263,38.9828373
POINT (-76.9398787 38.9821617),7339,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,3.5,0,1,14,1,4.1,,,,-76.9398787,38.9821617
POINT (-76.951436 38.9891027),7340,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,3,12.5,2.7,5,,,,-76.951436,38.9891027
POINT (-76.9408006 38.9881143),7341,0,Osmanthus,Holly-Leaf,Gulftide,Osmanthus,heterophyllus,Gulftide,0,4.5,1,3.5,0.5,1,,,,-76.9408006,38.9881143
POINT (-76.9424537 38.983394),7342,0,Dogwood,Common,,Cornus,florida,,3,4.5,1,7,4,2.6,,,,-76.9424537,38.983394
POINT (-76.9506019 38.9899799),7343,0,Maple,Red,,Acer,rubrum,,3.8,4.5,1,18,6.5,7.4,,,,-76.9506019,38.9899799
POINT (-76.9407609 38.9839933),7344,0,rhododendron,Hybrid,Purple Gem,Rhododendron,x,Purple Gem,0,4.5,1,1,0,0.5,,,,-76.9407609,38.9839933
POINT (-76.9402017 38.9819769),7345,0,Dogwood,Kousa,,Cornus,kousa,,4.2,2.5,1,11,4,6.9,,,,-76.9402017,38.9819769
POINT (-76.9435864 38.9932642),7346,0,Yew,English,Spreading,Taxus,baccata,Repandens,0,4.5,1,4,0,0,,,,-76.9435864,38.9932642
POINT (-76.9425263 38.984644),7347,0,Magnolia,Saucer,,Magnolia,x soulangeana,,0,4.5,1,12,4,5,,,,-76.9425263,38.984644
POINT (-76.9503859 38.9914806),7348,0,Burning Bush,Common,,Euonymus,alatus,,0,4.5,1,4,0,2.5,,,,-76.9503859,38.9914806
POINT (-76.9504712 38.9915333),7349,0,Burning Bush,Common,,Euonymus,alatus,,0,4.5,1,4,0,2.5,,,,-76.9504712,38.9915333
POINT (-76.9440891 38.9930846),7350,0,Spruce,Serbian,,Picea,omorika,,1.7,4.5,1,9,0,4.1,,,,-76.9440891,38.9930846
POINT (-76.9449526 38.9920035),7351,3012,Oak,Red,,Quercus,rubra,,11.2,4.5,1,0,0,0,,,,-76.9449526,38.9920035
POINT (-76.9431184 38.9907704),7352,0,Cherry,Ornamental,Okame,Prunus,x incamp,Okame,3,2.5,1,12,3,5.3,,,,-76.9431184,38.9907704
POINT (-76.9358142 38.9909363),7353,0,Cherry,Japanese,Kwanzan,Prunus,serrulata,Kwanzan,0,4.5,1,0,0,0,,,,-76.9358142,38.9909363
POINT (-76.9341823 38.9880091),7354,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,0,4.5,1,0,0,0,,,,-76.9341823,38.9880091
POINT (-76.9495642 38.9901032),7355,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Little Henry,0,4.5,1,0,0,0,,,,-76.9495642,38.9901032
POINT (-76.9390437 38.9898936),7356,0,Birch,River,,Betula,nigra,,2.8,4.5,1,22,8,6.5,,,,-76.9390437,38.9898936
POINT (-76.937824 38.9843023),7357,25,Maple,Red,,Acer,rubrum,,17,4.5,1,35,6,26.5,,,,-76.937824,38.9843023
POINT (-76.954231 39.0034778),7358,0,Oak,White,,Quercus,alba,,14.4,4.5,1,51.1,11,17.8,,,,-76.954231,39.0034778
POINT (-76.9501751 38.9895686),7359,0,Cedar,Lebanon,Stenocoma,Cedrus,libani var. Stenocoma,,2.8,4.5,1,9,0,0,,,,-76.9501751,38.9895686
POINT (-76.9418169 38.990805),7360,0,,,,Rhododendron,x,,0,0,0,0,0,0,,,,-76.9418169,38.990805
POINT (-76.9498479 38.9922902),7361,0,Yew,English,Spreading,Taxus,baccata,Repandens,0,4.5,1,2,0,1.5,,,,-76.9498479,38.9922902
POINT (-76.948334 38.9920176),7362,0,,,,Rhododendron,sp.,,0,4.5,1,0,0,0,,,,-76.948334,38.9920176
POINT (-76.9463991 38.9920185),7363,0,Burning Bush,Common,,Euonymus,alatus,,0,0,0,0,0,0,,,,-76.9463991,38.9920185
POINT (-76.9384759 38.9846492),7364,0,Ginkgo,Biloba,,Ginkgo,biloba,,3.8,4.5,1,16,5,7.7,,,,-76.9384759,38.9846492
POINT (-76.9326521 38.9835352),7365,1593,Pine,Eastern White,,Pinus,strobus,,10.5,4.5,1,40,2,12.2,,,,-76.9326521,38.9835352
POINT (-76.9421203 38.9867092),7366,0,Holly,Meserveae,,Ilex,x meserveae,,0,4.5,1,0,0,0,,,,-76.9421203,38.9867092
POINT (-76.9506382 38.9891003),7367,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,3,12.5,2.7,5,,,,-76.9506382,38.9891003
POINT (-76.9497565 38.9924533),7368,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,,,,-76.9497565,38.9924533
POINT (-76.9407637 38.9839994),7369,0,rhododendron,Hybrid,Purple Gem,Rhododendron,x,Purple Gem,0,4.5,1,1,0,0.5,,,,-76.9407637,38.9839994
POINT (-76.9412895 38.9840102),7370,0,Cherry,Laurel,,Prunus,laurocerasus,,0,4.5,1,4,0,2,,,,-76.9412895,38.9840102
POINT (-76.9523592 38.9892521),7371,0,Bayberry,Wax Myrtle,,Myrica,cerifera,,0,4.5,1,0,0,0,,,,-76.9523592,38.9892521
POINT (-76.9348645 38.9835484),7372,1465,Pine,Japanese Black,,Pinus,thunbergii,,8.6,4.5,1,23,8,9.4,,,,-76.9348645,38.9835484
POINT (-76.9234891 38.9976084),7373,0,Pine,Eastern White,,Pinus,strobus,,5.5,4.5,1,18.6,1,7,,,,-76.9234891,38.9976084
POINT (-76.9478082 38.9841703),7374,0,Osmanthus,Holly-Leaf,Gulftide,Osmanthus,heterophyllus,Gulftide,0,4.5,1,0,0,0,,,,-76.9478082,38.9841703
POINT (-76.9394164 38.9856979),7375,0,Bamboo,Heavenly,,Nandina,domestica,,0,4.5,1,5,0,1,,,,-76.9394164,38.9856979
POINT (-76.9351573 38.9847318),7376,1703,Pine,Japanese Black,,Pinus,thunbergii,,7.5,4.5,1,15,1,7.8,,,,-76.9351573,38.9847318
POINT (-76.94313 38.9838653),7377,0,Redbud,Chinese,Avondale,Cercis,chinensis,Avondale,0,4.5,1,12,0,3,,,,-76.94313,38.9838653
POINT (-76.93852 38.9903002),7378,1976,Pine,Eastern White,,Pinus,strobus,,21,4.5,1,54,6,22.2,,,,-76.93852,38.9903002
POINT (-76.9491945 38.9927591),7379,0,Sumac,Fragrant,Gro-Low,Rhus,aromatica,Gro-Low,0,4.5,1,0,0,0,,,,-76.9491945,38.9927591
POINT (-76.9427875 38.9849049),7380,0,Hemlock,Canadian,Gretsch White,Tsuga,canadensis,Gretsch White,0,4.5,1,3,0,0,,,,-76.9427875,38.9849049
POINT (-76.9415615 38.9825213),7381,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,1,0,0,0,,,,-76.9415615,38.9825213
POINT (-76.941942 38.9841041),7382,182,Pine,Loblolly,,Pinus,taeda,,19.2,4.5,1,49.6,9,20,,,,-76.941942,38.9841041
POINT (-76.9476521 38.9832272),7383,0,Witchhazel,Vernal,,Hamamelis,vernalis,,0,4.5,1,12,4.5,5.2,,,,-76.9476521,38.9832272
POINT (-76.941817 38.9907872),7384,0,,,,Rhododendron,x,,0,0,0,0,0,0,,,,-76.941817,38.9907872
POINT (-76.9414007 38.9841818),7385,0,Viburnum,Koreanspice,,Viburnum,carlesii,,0,4.5,1,6,0,0,,,,-76.9414007,38.9841818
POINT (-76.9379111 38.9849581),7386,0,Holly,American,,Ilex,opaca,,0,4.5,1,8,0,0,,,,-76.9379111,38.9849581
POINT (-76.9458861 38.9896322),7387,0,Maple,Red,,Acer,rubrum,,3.4,4.5,1,0,0,0,,,,-76.9458861,38.9896322
POINT (-76.9488017 38.993213),7388,0,Zelkova,Japanese,,Zelkova,serrata,,4.6,4.5,1,19.2,0,0,,,,-76.9488017,38.993213
POINT (-76.9351404 38.9879332),7389,1813,Scholar-Tree,Japanese,,Styphnolobium,japonicum,,6.2,4.5,1,16,4,8.8,,,,-76.9351404,38.9879332
POINT (-76.9358444 38.9867941),7390,1797,Cypress,Leyland,,X Cupressocyparis,leylandii,,0,4.5,1,0,0,0,,,,-76.9358444,38.9867941
POINT (-76.9418035 38.9994882),7391,0,Maple,Red,,Acer,rubrum,,3.8,4.5,1,0,0,0,,,,-76.9418035,38.9994882
POINT (-76.943839 38.988252),7392,0,Cypress,Leyland,,X Cupressocyparis,leylandii,,0,4.5,1,0,0,0,,,,-76.943839,38.988252
POINT (-76.9415717 38.9911433),7393,0,Azalea,Hybrid,W.W. Vines,Rhododendron,x,W.W. Vines,0,0,0,0,0,0,,,,-76.9415717,38.9911433
POINT (-76.9491524 38.9932578),7394,0,Birch,River,,Betula,nigra,,8.2,0,1,0,0,0,,,,-76.9491524,38.9932578
POINT (-76.9376043 38.9907967),7395,3749,Yellowwood,American,,Cladrastis,kentukea,,0,4.5,1,17,3,8,,,,-76.9376043,38.9907967
POINT (-76.9521566 38.9869121),7396,0,Magnolia,Saucer,,Magnolia,x soulangeana,,4.5,0.3,1,9.9,1,3.4,,,,-76.9521566,38.9869121
POINT (-76.9495654 38.9900222),7397,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Little Henry,0,4.5,1,0,0,0,,,,-76.9495654,38.9900222
POINT (-76.9329548 38.9823784),7398,1523,Oak,Willow,,Quercus,phellos,,21.6,4.5,1,62,13,24.1,,,,-76.9329548,38.9823784
POINT (-76.9394652 38.9863534),7399,0,Forsythia,Border,,Forsythia,x intermedia,,0,4.5,1,0,0,0,,,,-76.9394652,38.9863534
POINT (-76.9495542 38.9899195),7400,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Little Henry,0,4.5,1,0,0,0,,,,-76.9495542,38.9899195
POINT (-76.9467892 38.9931318),7401,0,Holly,Hybrid,,Ilex,x,,0,4.5,1,12.5,0,0,,,,-76.9467892,38.9931318
POINT (-76.9416294 38.9876321),7402,2032,Oak,Pin,,Quercus,palustris,,12.2,4.5,1,33,8,16.5,,,,-76.9416294,38.9876321
POINT (-76.9483677 38.989414),7403,0,Pear,Ornamental,Cleveland Select,Pyrus,calleryana,Cleveland Select,4.3,4.5,1,0,0,0,,,,-76.9483677,38.989414
POINT (-76.9351659 38.988131),7404,1820,Maple,Red,,Acer,rubrum,,4,4.5,1,16,6,7.3,,,,-76.9351659,38.988131
POINT (-76.9426608 38.9906886),7405,1393,Holly,Hybrid,,Ilex,x,,0,4.5,1,0,0,0,,,,-76.9426608,38.9906886
POINT (-76.9424426 38.9848594),7406,158,Oak,Willow,,Quercus,phellos,,16,4.5,1,40,7,17,,,,-76.9424426,38.9848594
POINT (-76.9349775 38.9861053),7407,0,Maple,Japanese,,Acer,palmatum,,0,4.5,1,6,0,3,,,,-76.9349775,38.9861053
POINT (-76.9342996 38.9835328),7408,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,0,4.5,1,0,0,0,,,,-76.9342996,38.9835328
POINT (-76.9408816 38.9838701),7409,107,Oak,Sawtooth,,Quercus,acutissima,,58,2,1,86.6,6,57.4,,,,-76.9408816,38.9838701
POINT (-76.9513011 38.990416),7410,0,Spiraea,Bumald,Anthony Waterer,Spiraea,x bumalda,Anthony Waterer,0,4.5,1,3,0,2,,,,-76.9513011,38.990416
POINT (-76.9433582 38.9817987),7411,0,Oak,Sawtooth,,Quercus,acutissima,,4.5,4.5,1,21.5,6,7.7,,,,-76.9433582,38.9817987
POINT (-76.9414411 38.991252),7412,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,0,0,0,0,0,,,,-76.9414411,38.991252
POINT (-76.9516071 38.9907806),7413,3685,Maple,Red,,Acer,rubrum,,5.1,4.5,1,20.2,5.2,7.7,,,,-76.9516071,38.9907806
POINT (-76.9413871 38.9839535),7414,0,Rose,Hybrid,Sunny Knock Out,Rosa,hybrida,Radsunny,0,4.5,1,2,0,1,,,,-76.9413871,38.9839535
POINT (-76.9443182 38.9816472),7415,0,Maple,Red,,Acer,rubrum,,2.9,4.5,1,0,0,0,,,,-76.9443182,38.9816472
POINT (-76.9413708 38.9907465),7416,0,Cherry,Laurel,,Prunus,laurocerasus,Otto Luyken,0,0,0,0,0,0,,,,-76.9413708,38.9907465
POINT (-76.9407937 38.9944929),7417,0,Maple,Red,,Acer,rubrum,,5.4,4.5,1,0,0,0,,,,-76.9407937,38.9944929
POINT (-76.9398588 38.985682),7418,0,Barberry,Japanese,,Berberis,thunbergii,,0,4.5,1,0,0,0,,,,-76.9398588,38.985682
POINT (-76.951637 38.990486),7419,3695,Spruce,Serbian,,Picea,omorika,,0,4.5,1,8,0,2.5,,,,-76.951637,38.990486
POINT (-76.9394769 38.9863545),7420,0,Forsythia,Border,,Forsythia,x intermedia,,0,4.5,1,0,0,0,,,,-76.9394769,38.9863545
POINT (-76.9330726 38.9831888),7421,401,Yellowwood,American,,Cladrastis,kentukea,,15.3,2,1,31,6,19.1,,,,-76.9330726,38.9831888
POINT (-76.9483911 38.9845732),7422,0,Osmanthus,Holly-Leaf,Gulftide,Osmanthus,heterophyllus,Gulftide,0,4.5,1,0,0,0,,,,-76.9483911,38.9845732
POINT (-76.9437872 38.9822769),7423,0,Viburnum,Arrowwood,,Viburnum,dentatum,,0,4.5,1,9,3.5,3.5,,,,-76.9437872,38.9822769
POINT (-76.9425873 38.9918305),7424,0,Locust,Honey,Thornless,Gleditsia,triacanthos var. inermis,,3.5,4.5,1,21,6,9.2,,,,-76.9425873,38.9918305
POINT (-76.949143 38.9912423),7425,0,Yew,English,,Taxus,baccata,,0,4.5,1,3.5,0,2,,,,-76.949143,38.9912423
POINT (-76.9383308 38.9923441),7426,0,Cherry,Japanese,Kwanzan,Prunus,serrulata,Kwanzan,4.1,3,2,11,0,0,,,,-76.9383308,38.9923441
POINT (-76.9401987 38.9835606),7427,0,Hawthorn,English,Crimson Cloud,Crataegus,laevigata,Crimson Cloud,2,4.5,1,11,5,3.1,,,,-76.9401987,38.9835606
POINT (-76.9408859 38.9839392),7428,0,Spiraea,Bumald,Froebelli,Spiraea,x bumalda,Froebelli,0,4.5,1,3,0,1.5,,,,-76.9408859,38.9839392
POINT (-76.9423999 38.9864582),7429,886,Oak,Willow,,Quercus,phellos,,39.4,4.5,1,77,11,34.1,,,,-76.9423999,38.9864582
POINT (-76.952581 38.9899382),7430,0,Pine,Eastern White,,Pinus,strobus,,5.8,4.5,1,18.8,1.5,8.7,,,,-76.952581,38.9899382
POINT (-76.9420236 38.997819),7431,0,Redbud,Eastern,,Cercis,canadensis,,3.2,4.5,1,0,0,0,,,,-76.9420236,38.997819
POINT (-76.9415493 38.9832861),7432,0,Yew,Intermediate,,Taxus,x media,,0,4.5,1,9,1,4,,,,-76.9415493,38.9832861
POINT (-76.9429315 38.9882179),7433,1233,Locust,Honey,Thornless,Gleditsia,triacanthos var. inermis,,6.3,4.5,1,20,5,12,,,,-76.9429315,38.9882179
POINT (-76.9492244 38.9923921),7434,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,0,0,0,,,,-76.9492244,38.9923921
POINT (-76.950113 38.9901308),7435,0,Holly,Winterberry,Winter Red,Ilex,verticillata,Winter Red,0,4.5,1,6,0,2,,,,-76.950113,38.9901308
POINT (-76.9432313 38.9918309),7436,0,Locust,Honey,Thornless,Gleditsia,triacanthos var. inermis,,3.3,4.5,1,22,12,5.5,,,,-76.9432313,38.9918309
POINT (-76.941402 38.9912542),7437,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,0,0,0,0,0,,,,-76.941402,38.9912542
POINT (-76.9418222 38.9911976),7438,0,Azalea,Hybrid,W.W. Vines,Rhododendron,x,W.W. Vines,0,0,0,0,0,0,,,,-76.9418222,38.9911976
POINT (-76.9501698 38.9924993),7439,0,Sumac,Fragrant,Gro-Low,Rhus,aromatica,Gro-Low,0,4.5,1,2,0,1,,,,-76.9501698,38.9924993
POINT (-76.9483161 38.9920938),7440,0,Hibiscus,,,Hibiscus,,,0,4.5,1,0,0,0,,,,-76.9483161,38.9920938
POINT (-76.9458481 38.9871537),7441,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,5.8,0.5,1,12,0,5.2,,,,-76.9458481,38.9871537
POINT (-76.9492295 38.9923311),7442,0,Yew,English,,Taxus,baccata,,0,4.5,1,0,0,0,,,,-76.9492295,38.9923311
POINT (-76.946756 38.982629),7443,0,Planetree,London,Bloodgood,Platanus,x acerifolia,Bloodgood,4.7,4.5,1,23,5.5,10.2,,,,-76.946756,38.982629
POINT (-76.9434641 38.9909436),7444,0,,,,Phlox,divaricata,Mary Helen,0,4.5,1,0,0,0,,,,-76.9434641,38.9909436
POINT (-76.9414179 38.9839199),7445,0,Rose,Hybrid,Double Knock Out,Rosa,x,Radtko,0,4.5,1,2,0,1,,,,-76.9414179,38.9839199
POINT (-76.9415705 38.9911382),7446,0,Azalea,Hybrid,W.W. Vines,Rhododendron,x,W.W. Vines,0,0,0,0,0,0,,,,-76.9415705,38.9911382
POINT (-76.9500172 38.9924562),7447,0,Yew,English,Spreading,Taxus,baccata,Repandens,0,4.5,1,2,0,1.5,,,,-76.9500172,38.9924562
POINT (-76.9468484 38.982499),7448,0,Serviceberry,Allegheny,,Amelanchier,laevis,,0,4.5,1,10.5,4,3.5,,,,-76.9468484,38.982499
POINT (-76.9428551 38.9824098),7449,0,Serviceberry,,,Amelanchier,sp.,,1.5,4.5,1,11,5,5.6,,,,-76.9428551,38.9824098
POINT (-76.9379271 38.9880727),7450,809,Oak,Red,,Quercus,rubra,,24.9,4.5,1,49,8,26.8,,,,-76.9379271,38.9880727
POINT (-76.9353458 38.9955136),7451,0,Oak,Red,,Quercus,rubra,,11.3,4.5,1,0,0,0,,,,-76.9353458,38.9955136
POINT (-76.9462274 38.9835276),7452,505,Sycamore,American,,Platanus,occidentalis,,25,4.5,1,55,16,26,,,,-76.9462274,38.9835276
